"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size Type","Size","Colour","Description","Return/Exchange Condition","Visibility","Size Chart","Pickup Address Code","HSN Code","Customisation Id","Associated Pixel","attr_Print /Pattern Type","attr_Style","attr_Colour Shade Name","attr_Pattern","attr_Colour","attr_Brand","attr_Usage Instructions","attr_Basic Colour","attr_Features 1","attr_Features 2","attr_Size","attr_Standard Size","attr_Colour Family","attr_Pattern Type","attr_Fabric Type","attr_Country_of_Origin","attr_Package Contents","attr_Thread Count (TC)","attr_Season","attr_Material","attr_Set includes","attr_Ideal For","attr_Key Features","attr_Durability","attr_Packaging","attr_Country of Origin","attr_Package contents","attr_Ideal for","attr_Color","attr_Work Type","attr_Quantity","attr_Colour Code","attr_Fabric Feel","attr_Features","attr_Additional Feature","attr_Bedsheet Dimensions"
"TLS-MP-DG-DBF","","Mattress Cover | Protector | 100% Waterproof | Dark Grey","TLS-MP-DG-DBF",1499,2999,760,7,33,27,11,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/TLS_MP_DG_DBF_1759709844094_wvwqfh3gxtise89.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/TLS_MP_DG_DBF_1759709912201_3a82qmizp9e9src.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dWgkTIP3_NWBWKD92EF_2025-11-09_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dWgkTIP3_M5BZ2GIBJH_2025-11-09_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dWgkTIP3_4M4YYJKPZ7_2025-11-09_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dWgkTIP3_HJ7W5GO0I5_2025-11-09_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/dWgkTIP3_DR0Q7IZZ15_2025-11-09_5.jpg","","","","","","home__home_improvement__utility","size","72x78 + 12""","Dark Grey","Keep your mattress safe and make your bed look stylish with this Dark Grey Waterproof Quilted Mattress Protector. Its soft, quilted top adds an extra layer of comfort, while the waterproof backing protects your mattress from spills, stains, dust, and allergens. It’s a perfect blend of comfort, hygiene, and durability for everyday use.
Key Features:
Soft quilted fabric for extra comfort
- 100% waterproof and dust-resistant protection
- Breathable material to keep your mattress fresh
- Deep pockets for a snug, secure fit on all standard mattresses
- Super Easy to wash and maintain","6",true,"","Panipat_132103_0180d","","","",,"Fitted style with deep pockets",,"Diamond quilted pattern","Dark Grey","Aaram Homes",,,,,"1 Mattress protector: 72x78 + 12""",,,,,,,,,"Cotton on top and waterproof sheet below","1 mattress protector","Home","Premium Quality","Built with high-quality, durable materials","Eco-friendly packaging","India",,,,,,,,,,
"TERRACOTTA-FRLK","","Terracotta Bloom Bedsheet set- with filled cushions","AH-TERRACOTTA-FRLK-KDB-5PC",1790,3199,800,3,61,37,7,"3.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Terracotta_Bloom_Bedsheet_set__with_filled_cushions_9I9H4YXHU8_2026-06-14_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Zi7jKjN__BNYEJIO2KV_2026-06-14_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Terracotta_Bloom_Bedsheet_set__with_filled_cushions_M59V8TQA0V_2026-06-14_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Terracotta_Bloom_Bedsheet_set__with_filled_cushions_VA3FMC50SP_2026-06-14_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Terracotta_Bloom_Bedsheet_set__with_filled_cushions_FI94OF6HSV_2026-06-14_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Terracotta_Bloom_Bedsheet_set__with_filled_cushions_4ZNGM3ND2V_2026-06-14_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Zi7jKjN__ORO20GL2I8_2026-06-14_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Terracotta_Bloom_Bedsheet_set__with_filled_cushions_GGKUH9AEBZ_2026-06-14_7.png","","","","","home__home_furnishing__bed_linen","size","108 x 108 inches","Rusty Peach","Wake up to the softness of a peaceful morning wrapped in delicate floral charm. The Terracotta Bloom Bedsheet Set brings together soothing tones, graceful floral motifs, and the breathable comfort of pure cotton to create a bedroom that feels warm, welcoming, and effortlessly elegant.
Inspired by blooming wildflowers scattered across a sunlit meadow, this bedsheet features intricate floral borders paired with subtle floral sprigs that add a touch of timeless beauty without overwhelming the space. The soft peach accents lend a calm and cozy feel, making it perfect for contemporary, minimal, and romantic bedroom interiors.
Whether you're refreshing your bedroom décor or creating a cozy retreat after a long day, this bedding set adds comfort, beauty, and serenity to your everyday living.

Key Features
✔ King Size Bedsheet for Comfortable Coverage
✔ Elegant Floral Border Design
✔ Lightweight & Suitable for All Seasons
✔ Durable Colourfast Printing
✔ Easy Maintenance & Machine Washable
✔ Perfect for Modern, Minimal & Romantic Interiors","2",true,"","Panipat_132103_0180d","","","","Floral Border Print with Scattered Floral Buti Motifs","Modern Floral | Cottagecore | Soft Romantic",,,,,,,,,,,"Rusty Peach, Ivory Cream & Soft Beige",,"220gsm imported cotton blend",,"One King Size Bedsheet, 2 large pillow covers, and 2 filled cushions",,,,,,,,,,,,,,,,,,,
"BLUEGARDEN-Frill","","Blue Garden Frills Bedsheet set- with 2 Filled Cushions","AH-BLUEGARDEN-FRLK-KDB-5PC",1790,3199,800,15,61,37,7,"3.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Garden_Frills_Bedsheet_set__with_2_Filled_Cushions_Y1M7Z807GE_2026-06-14_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Garden_Frills_Bedsheet_set__with_2_Filled_Cushions_2ETQ1Z9W1R_2026-06-14_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Garden_Frills_Bedsheet_set__with_2_Filled_Cushions_0OT6AY9FRK_2026-06-14_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Garden_Frills_Bedsheet_set__with_2_Filled_Cushions_W14VZ0PSNX_2026-06-14_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Garden_Frills_Bedsheet_set__with_2_Filled_Cushions_Q9XYWZS6T9_2026-06-14_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Blue_Garden_Frills_Bedsheet_set__with_2_Filled_Cushions_2YEK5Z89AI_2026-06-14_6.jpg","","","","","","","home__home_furnishing__bed_linen","size","108 x 108 inches","Sky Blue","Bring the calmness of a blooming spring meadow into your bedroom with the Blue Garden Bedsheet Set. Designed in soothing pastel blue with delicate wildflower motifs, this bedding set creates a light, airy, and comforting atmosphere that instantly refreshes your space.
The graceful floral print feels like a gentle morning walk through a garden filled with soft blossoms and fresh greenery. Complementing the bedsheet are beautifully coordinated striped pillow covers and decorative frill cushions, adding a charming cottage-inspired touch to your bedroom décor.
This set offers comfort throughout the year, keeping you cool during warm nights and cozy during cooler seasons.
 Whether you're styling your master bedroom, guest room, or creating a serene retreat for yourself, Meadow Whisper brings elegance, softness, and timeless beauty to every corner of your home.

Why You'll Love It:-
- King Size Bedsheet for Spacious Coverage
- Elegant Floral Botanical Print
- Coordinated Frill Pillow Covers
- Decorative Filled Cushions with Frill Borders
- Fade-Resistant Print with Long-Lasting Freshness
- Perfect for Modern, Cottagecore & Romantic Interiors","2",true,"","Panipat_132103_0180d","","","","Botanical Floral Pattern with Wildflower Garden Print","Romantic Floral • Soft Luxury • Modern Farmhouse",,,,,,,,,,,"Pastel Blue, Mint Blue, Blush Pink, Light Green & Soft Lavender",,"220gm imported cotton blend",,"1 king size bedsheet, 2 large  pillow covers with frills, and 2 filled cushions with frills",,,,,,,,,,,,,,,,,,,
"Brown-gingham-5pc","","Vintage Earth Gingham Checks & Frills Bedding Set - with 2 cushions","AH-VEGF-GGNM-FRL-KDB-5PC",4499,5999,2750,6,61,40,12,"3.8",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vintage_Earth_Gingham_Frill_Bedding_Set___with_2_cushions_PYFW8KXEZO_2026-07-30_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vintage_Earth_Gingham_Frill_Bedding_Set___with_2_cushions_CDSERC8KS0_2026-07-30_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vintage_Earth_Gingham_Frill_Bedding_Set___with_2_cushions_A06R4OHZKE_2026-07-30_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Vintage_Earth_Gingham_Frill_Bedding_Set___with_2_cushions_S8YWLOTFBD_2026-07-30_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/S7bNIDTJc5OU_ILWAF8K8FY_2026-07-31_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/S7bNIDTJc5OU_HG9YIVFJPT_2026-07-31_2.png","","","","","","","home__home_furnishing__bed_linen","size","250 x 275 cms","Earth Brown","Some bedrooms instantly feel warm, welcoming, and lived in. The Vintage Earth Gingham Checks & Frills Bedding Set is designed to create exactly that feeling.
Inspired by classic countryside homes and timeless vintage interiors, its soft gingham pattern in earthy brown tones adds quiet elegance without overwhelming your space. The delicate frill borders lend a graceful, handcrafted touch, making the bed look beautifully styled with minimal effort.
Made from a premium cotton linen blend, the fabric is naturally breathable, soft against the skin, and comfortable through every season. Whether you're refreshing your master bedroom, styling a guest room, or creating a cozy weekend retreat, this bedding set brings effortless comfort and understated sophistication to your home.
Its neutral palette pairs beautifully with wood furniture, natural textures, and minimalist decor, making it a versatile addition to both contemporary and rustic interiors.

Why You'll Love It:
- Timeless gingham checks in warm earthy tones.
- Elegant frill detailing for a vintage-inspired look.
- Complements modern, farmhouse, and rustic interiors.
- Designed for everyday comfort and effortless style.
","2",true,"","Panipat_132103_0180d","","","",,"Vintage • Cottagecore • Farmhouse • Rustic Modern",,"Classic Gingham Checks",,,,,,,"250 x 275 cms",,"Vintage Earth Brown & Ivory",,"Premium Cotton Blend",,,,,,,,,,,,,,,,,,,,,
"TLS-MP-RYB-DBF","","Mattress Cover | Protector |  100% Waterproof | Royal Blue","TLS-MP-RYB-DBF",1499,2999,760,3,23,23,23,"3.0",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/fi_gpkEj_7FAQ1OX3FD_2025-12-24_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/fi_gpkEj_RH8M20ZA9M_2025-10-14_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/TLS_MP_RYB_DBF_1759703739341_tsz9fyzxoxpbw4m.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/fi_gpkEj_3GD14UCPKH_2025-11-09_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/fi_gpkEj_6DKO3D022L_2025-11-09_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/fi_gpkEj_PJ350OAXYA_2025-11-09_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/fi_gpkEj_FNCCAKWNOM_2025-11-09_5.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/fi_gpkEj_7082M0SLMF_2025-11-09_4.jpg","","","","","home__home_improvement__utility","size","72x78 + 12""","Royal Blue","Protect your mattress in style with this Royal Blue Waterproof Quilted Mattress Protector. The soft, cushioned quilted top adds extra comfort to your bed, while the waterproof backing shields your mattress from spills, stains, dust, and allergens. It’s designed to keep your sleeping space fresh, hygienic, and beautifully put together.

Key Features:
- Soft, quilted fabric for added comfort
- 100% waterproof and dust-resistant
- Breathable material keeps your mattress fresh
- Deep pockets for a secure fit on all standard mattresses
- Super Easy to wash and maintain





Note : We strive to present our products as accurately as possible. However, slight variations in colour may occur due to photography and individual screen settings.","2",true,"","Panipat_132103_0180d","","","1",,"Fitted style with deep pockets",,"Diamond quilted pattern","Royal Blue","Aaram Homes",,,,,"1 Mattress protector: 72x78 + 12""",,,,,,,,,"Cotton on top and waterproof sheet below","1 mattress protector (Fits upto King size)","Home","Premium Quality","Built with high-quality, durable materials",,"India",,,,,,,,,,
"BLUE-COASTAL-STRIPES","","Coastal Blue Stripes 300 TC Pure Cotton King Size Bedsheet Set","AH-OCEANBLUE-STRIPES-KDB",2499,3999,1200,5,38,30,5,"1.8",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/M2_7yV2S_45HX0RMJK5_2026-07-17_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/M2_7yV2S_NDJ19LG3X6_2026-07-17_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/M2_7yV2S_0KCMYBVJ76_2026-07-17_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/M2_7yV2S_L8JO9LD0S8_2026-07-17_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/M2_7yV2S_LEN5ID1GWR_2026-07-17_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/M2_7yV2S_KC2PTTFW4D_2026-07-17_6.png","","","","","","","","size","108x108 inches","","There’s something comforting about slipping into a bed that feels fresh, soft, and inviting at the end of a long day. 
The Coastal Blue Stripes 300 TC Pure Cotton King Size Bedsheet Set is designed to bring that everyday comfort into your home.

With its calming blend of coastal blue, soft grey, taupe, and white stripes, this bedsheet adds a clean, modern touch to your bedroom without overpowering your decor. 
Made from 100% Pure Cotton with a premium 300 Thread Count, the fabric is naturally breathable, smooth, and gentle on the skin. It feels cool and comfortable through warm nights while offering the soft, luxurious feel you look forward to every evening. Thoughtfully crafted for everyday use, it combines lasting durability with the comfort of premium cotton, so your bed looks as beautiful as it feels.
Simple, elegant, and made for everyday living, the Coastal Blue Stripes Bedsheet Set is an effortless way to refresh your bedroom and create a space you'll love coming home to.

Reasons You'll Love It:
- 100% Pure Cotton Fabric
- 300 Thread Count Premium Weave
- Soft, Breathable & Skin-Friendly
- Fade-Resistant Colours
- Suitable for All Seasons

FAQs
What fabric is this bedsheet made of?
-  This bedsheet is made from premium 300 Thread Count cotton that feels soft, breathable, and comfortable for everyday use.

Is this bedsheet suitable for king size beds? 
- Yes. It is designed to fit standard king-size mattresses comfortably.

Is the fabric suitable for all seasons?
-  Yes. The breathable cotton weave keeps you cool during summer while remaining comfortable throughout the year.

Does the colour fade after washing?
-  The premium cotton fabric is designed to retain its colour and softness with proper care.

What comes inside the package?
-  The set includes one king-size 300 TC cotton bedsheet and two matching pillow covers.","1",true,"","Panipat_132103_0180d","","","",,"Modern Minimalist, Everyday Premium",,"Classic Vertical Stripes",,,,,,,,,"Coastal Blue, Soft Grey, Taupe & White",,"300 TC Pure Cotton",,,,,,,,,,,,"1 King Size Pure Cotton Bedsheet (108 × 108 inches), 2 Matching Pillow Covers",,,,,,,,,
"KD-RJ-RJP-KDB","","Pure Cotton Rajwada Patchwork Print King Size Bedsheet","KD-RJ-RJP-KDB",1249,2499,600,15,38,30,4,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ybwqIR4j_1H3BA0UV9P_2025-10-04_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ybwqIR4j_MB6T2URFRJ_2025-10-04_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ybwqIR4j_II3I63E4IU_2025-10-04_2.png","","","","","","","","","","home__home_improvement__utility","size","100 x 108 Inches","Multicolor","Bring home the beauty of Rajasthan with our Rajwada Patchwork Bedsheet Set. 
Inspired by traditional Rajasthani art, this bedsheet features a stunning patchwork design filled with intricate motifs and rich cultural detailing. The soothing blend of pastel blue, mint green, and soft pink adds a calming, elegant, and beautifully ethnic charm to your bedroom.
Made from 100% breathable cotton, this bedsheet feels soft, comfortable, and gentle on the skin. The lightweight fabric offers a cozy sleeping experience, while the durable, color-fast print ensures the design stays vibrant and fresh for years. The set includes a bedsheet with a stylish pink border and two matching pillow covers to complete the look effortlessly.

Why You’ll Love It:
- 100% breathable cotton
- Soft, durable, and fade-resistant
- Adds cultural elegance and a touch of charm to any room



Note : We strive to present our products as accurately as possible; however, slight variations in colour may occur due to photography and individual screen settings.","6",true,"","Panipat_132103_0180d","","","",,"Ethnic, Elegant, Traditional",,"Patchwork Print","Multicolor","Aaram Homes",,,,,"Bedsheet: 100 x 108 Inches, 2 large pillow covers",,,,,,"1 King size Double Bedsheet + 2 Large Pillow Covers",,,"Pure Cotton",,"Home","100% Cotton","Built with high-quality, durable fabric",,"India",,,,,,,,,,
"BROWN_FRILL","","Brown Cinnamon Stripes Bedsheet set - with beautiful Frills","AH-BROWN-CIN-FRLK-KDB-5PC",1790,3299,800,14,61,37,7,"3.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Brown_Cinnamon_IG22ALU7TE_2026-06-13_1.PNG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Brown_Cinnamon_0BHHU6D13O_2026-06-13_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Brown_Cinnamon_BGCHTHQ3CG_2026-06-13_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Brown_Cinnamon_O7B1FYI0BA_2026-06-13_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Brown_Cinnamon_UTNLFAB7QW_2026-06-13_5.png","","","","","","","","home__home_furnishing__bed_linen","size","108 x 108 inches","Cinnamon Brown","Inspired by the soothing charm of earthy landscapes and cozy modern interiors, the Cinnamon Brown 5 piece Bedsheet Set brings together timeless stripes, subtle geometric detailing, and warm neutral hues to create a bedroom that feels calm, welcoming, and effortlessly elegant.
Crafted from soft and durable fabric, this king-size bedsheet is soft against the skin, breathable through every season, and designed for everyday comfort. 
The harmonious blend of beige, ivory, taupe, and soft brown tones creates a serene backdrop for restful mornings and peaceful nights.

Paired with beautifully coordinated pillow covers and 2 filled cushions featuring delicate star-inspired motifs, this bedding set transforms your bed into a stylish retreat while maintaining the simplicity and comfort that every home deserves.
Whether you're refreshing your master bedroom or creating a cozy guest room, Cinnamon brown adds warmth, sophistication, and a touch of understated luxury to your space.


Why You'll Love it:
✓ Soft, Breathable & Skin-Friendly
✓ King Size Bedsheet with 2 Matching Pillow Covers and 2 Filled cushions
✓ Elegant Stripe & Geometric Print Design
✓ All-Season Comfort
✓ Durable Colorfast Printing
✓ Smooth Finish for Everyday Use","2",true,"","Panipat_132103_0180d","","","","Contemporary Stripe & Geometric Fusion Pattern","Modern Rustic | Earth-Tone Luxury",,,,,,,,,,,"Warm Earthy Neutrals",,"220 gsm Imported Cotton Blend",,"1 King Size Bedsheet, 2 Large Pillow Covers and 2 Filled square cushions",,,,,,,,,,,"Master Bedroom, Guest Room, Modern Homes",,,,,,,,
"F1-AH-YELLOW-SUN-FRLK-KDB-KD","","Sunblush Floral Bedsheet Set - with Filled Cushions","AH-YELLOW-SUN-FRLK-KDB-5PC",1690,3399,800,2,62,39.2,17.8,"2.50",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Q4pcd3Ia_F9IA5139E1_2026-05-30_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Q4pcd3Ia_AV6WCWR2NP_2026-05-30_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Q4pcd3Ia_222F99910X_2026-05-30_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Q4pcd3Ia_P94P92CG78_2026-05-30_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Q4pcd3Ia_U99MYGGONF_2026-05-30_5.png","","","","","","","","","size","108 x 108 inches","","Add a soft feel to your bedroom with the Aaram Homes Sunblush Floral Bedding Set.
Designed in soothing pastel yellow tones with delicate floral prints, this king size bedsheet set instantly makes your space feel cozy, fresh, and elegant.
The matching polka dot pillow covers and filled cushions with frill detailing give the bed a stylish and premium look while still feeling warm and homely. Perfect for modern bedrooms, guest rooms, or anyone who loves soft and calming interiors.
Made for everyday comfort, this bedding set is lightweight, easy to style, and perfect for all seasons.
Whether you're refreshing your room or gifting it to someone special, this set brings comfort and beauty together effortlessly.

Package Contents:
- 1 King Size Bedsheet
- 2 Pillow Covers
- 2 Filled Square Cushions


Note : We strive to present our products as accurately as possible; however, slight variations in colour may occur due to photography and individual screen settings.","6",true,"","Panipat_132103_0180d","","","","Delicate Floral Print with Polka Dot Accents","Modern Minimalist Luxury | Pinterest inspired",,,,,,,,,,,"Yellow & White",,"220 gsm imported cotton blend",,"1 King Size Bedsheet , 2 Pillow Covers , 2 Filled Square Cushions",,,,,,,,,,,,,,,,,,,
"TLS-BB-DRG-QDB","","Grey Floral  Bedsheet Set with 2 cushions","TLS-BB-DRG-QDB",999,1999,360,25,62,34,6,"1.5",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/7KtxKnZq_33EQUWEGAT_2025-10-04_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/7KtxKnZq_BYLT9PI7BQ_2025-10-04_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/7KtxKnZq_SF3AD5K1WB_2025-10-04_3.png","","","","","","","","","","home__home_improvement__utility","size","90 x 100 Inches","Multicolor","Makeover your bedroom into a cosy and chic retreat with our Dusty Rose Grey Bed Sheet Set. This bedding set features an elegant floral pattern of full-blooming peonies in soft taupe and dusty rose hues, set against a sophisticated dark grey background. The muted, earthy tones create a serene and stylish atmosphere, perfect for a modern, rustic, or bohemian-inspired space.

Crafted from quality, soft blend cotton, this bedsheet set provides exceptional comfort and a smooth feel. The durable fabric and beautiful print are designed to last, ensuring the colours remain rich and true, wash after wash. The set includes a bedsheet, two matching quilted pillow covers, and two quilted cushions with fillers, allowing you to easily complete a stylish and inviting bedding look.

- Made from premium cotton blend fabric.
- Features an elegant peony floral pattern in muted tones.
- Durable, comfortable, and fade-resistant.","6",true,"","Panipat_132103_0180d","","","",,"Modern, Elegant, Bohemian",,"Floral (Peony)","Multicolor","Aaram Homes",,,,,"Bedsheet: 90 x 100 Inches
2 quilted pillow covers: 18 x 28 inches
2 cushions with fillers: 12 x 12 inches",,,,,,,,,"Cotton blend 180 GSM","1 Double Bedsheet + 2 Pillow Covers","Home","Premium Quality","Built with high-quality, durable materials","Eco-friendly packaging","India",,,,,,,,,,
